countryname,countrycode,date,c1_schoolclosing,c1_flag,c2_workplaceclosing,c2_flag,c3_cancelpublicevents,c3_flag,c4_restrictionsongatherings,c4_flag,c5_closepublictransport,c5_flag,c6_stayathomerequirements,c6_flag,c7_restrictionsoninternalmovemen,c7_flag,c8_internationaltravelcontrols,e1_incomesupport,e1_flag,e2_debtcontractrelief,e3_fiscalmeasures,e4_internationalsupport,h1_publicinformationcampaigns,h1_flag,h2_testingpolicy,h3_contacttracing,h4_emergencyinvestmentinhealthca,h5_investmentinvaccines,m1_wildcard,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,legacystringencyindex,legacystringencyindexfordisplay
Uruguay,URY,20200425,3,0,1,1,2,1,0,,1,1,1,1,2,1,4,1,0,2,0,0,2,1,,,,,,563,12,71.160004,71.160004,81.669998,81.669998
United States,USA,20200425,3,0,3,0,2,0,2,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,,,,,,890524,51017,64.440002,64.440002,68.099998,68.099998
Uzbekistan,UZB,20200425,3,1,3,1,2,1,3,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,,,,,,1836,8,92.199997,92.199997,92.379997,92.379997
Venezuela,VEN,20200425,3,1,3,1,2,1,3,1,0,,2,1,2,1,4,,,,,,2,1,,,,,,318,10,84.260002,84.260002,82.860001,82.860001
Vietnam,VNM,20200425,3,0,2,1,2,1,3,1,2,1,0,,2,0,4,,,,,,2,1,3,2,0,0,,270,0,77.910004,77.910004,85.239998,85.239998
South Africa,ZAF,20200425,3,1,3,1,2,1,3,1,1,1,2,1,2,1,4,,,,0,,2,1,2,2,,,,4220,79,91.400002,91.400002,92.379997,92.379997
Zambia,ZMB,20200425,3,1,0,,2,0,4,0,0,,2,0,2,0,4,,,,,,2,1,,,,,,84,3,62.450001,62.450001,60.950001,60.950001
Zimbabwe,ZWE,20200425,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,,,,,,2,1,,,,,,29,4,95.370003,95.370003,97.139999,97.139999
Taiwan,TWN,20200425,0,,0,,1,1,0,,0,,0,,0,,4,,,,,,2,1,,,,,,428,6,29.360001,29.360001,35.240002,35.240002
Kosovo,RKS,20200425,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,,,,,,731,20,94.709999,94.709999,93.57,93.57
Aruba,ABW,20200426,3,1,3,1,2,1,4,1,0,,2,1,2,1,3,0,,2,0,0,2,1,1,0,0,0,,100,2,83.459999,83.459999,80,80
Afghanistan,AFG,20200426,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,,,,,,2,1,1,1,0,0,,1463,47,76.330002,76.330002,75.480003,75.480003
Angola,AGO,20200426,3,1,,,2,1,4,1,,,2,1,2,1,,0,,2,0,0,,,,,,,,25,2,,,42.860001,42.860001
Albania,ALB,20200426,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,,,,,,2,1,,,,,,712,27,88.360001,88.360001,85.239998,85.239998
Andorra,AND,20200426,3,1,2,1,1,1,0,,1,1,1,1,0,,3,,,,,,2,1,,,,,,733,40,59.119999,59.119999,74.050003,74.050003
United Arab Emirates,ARE,20200426,3,1,2,1,2,1,4,1,1,1,2,1,2,1,4,0,,2,,,2,1,3,2,0,0,,9813,64,90.739998,90.739998,88.809998,88.809998
Argentina,ARG,20200426,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,,,,,,,,,,3767,185,88.889999,88.889999,82.860001,82.860001
Australia,AUS,20200426,2,0,2,0,,,4,1,0,,,,,,4,1,1,2,0,,2,1,,,,,,6703,81,43.919998,43.919998,54.290001,54.290001
Austria,AUT,20200426,3,1,2,1,2,1,4,1,0,,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,,15134,536,71.419998,71.419998,68.809998,68.809998
Azerbaijan,AZE,20200426,3,1,3,1,2,1,4,1,0,,2,1,2,1,4,2,1,0,0,0,2,1,2,1,0,0,,1617,21,86.239998,86.239998,82.860001,82.860001
Burundi,BDI,20200426,0,,0,,0,,0,,0,,0,,0,,3,,,,,,2,1,,,0,0,,15,1,19.440001,19.440001,22.860001,22.860001
Belgium,BEL,20200426,2,1,3,1,2,1,4,1,0,,2,1,2,1,4,,,,,,2,1,,,,,,45325,6917,83.599998,83.599998,79.290001,79.290001
Burkina Faso,BFA,20200426,,,,,2,1,1,1,,,2,1,2,1,,,,,,,,,,,,,,629,41,,,,
Bangladesh,BGD,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,0,,0,0,0,2,1,2,1,0,0,,4998,140,94.580002,94.580002,94.290001,94.290001
Bulgaria,BGR,20200426,3,1,1,1,2,1,0,,0,,,,,,3,2,0,2,,0,2,1,,,,,,1247,55,47.48,47.48,58.57,58.57
Bahrain,BHR,20200426,3,1,2,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,,0,2,1,2,2,0,0,,2589,8,86.769997,86.769997,85.239998,85.239998
Bosnia and Herzegovina,BIH,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,0,3,,,,,,,,,,,,,1485,56,80.290001,80.290001,76.43,76.43
Belize,BLZ,20200426,3,1,3,1,2,1,3,1,0,,0,,0,,4,1,1,0,,,2,1,1,2,0,0,,18,2,64.68,64.68,68.57,68.57
Bermuda,BMU,20200426,3,1,2,1,2,1,3,1,2,1,2,1,2,1,4,,,,,,,,,,,,,99,5,81.610001,81.610001,79.290001,79.290001
Bolivia,BOL,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,0,1,0,0,,866,46,97.349998,97.349998,97.139999,97.139999
Brazil,BRA,20200426,3,0,3,0,2,0,,,,,1,0,,,4,,,,,,,,,,,,,58509,4016,,,,
Barbados,BRB,20200426,3,1,3,1,2,1,4,1,1,1,3,1,2,1,2,,,,,,2,1,2,2,,0,,79,6,90.470001,90.470001,86.669998,86.669998
Brunei,BRN,20200426,3,1,3,1,2,1,3,1,2,1,0,,1,1,4,0,,0,0,0,2,1,2,1,,,,138,1,82.93,82.93,92.379997,92.379997
Botswana,BWA,20200426,,,,,2,1,4,1,1,1,2,0,2,0,,1,1,2,0,0,,,,,,,,22,1,,,33.330002,33.330002
Canada,CAN,20200426,3,1,3,1,2,0,4,0,0,,,,,,4,2,1,0,0,0,2,1,,1,0,0,,45341,2465,60.32,60.32,65.709999,65.709999
Switzerland,CHE,20200426,3,1,3,1,,,,,0,,2,1,,,3,2,0,1,0,0,2,1,,,,,,28811,1328,50.130001,50.130001,62.139999,62.139999
Chile,CHL,20200426,2,1,2,1,2,1,3,1,0,,2,1,2,0,4,,,,,,2,1,2,2,0,0,,12858,181,75.790001,75.790001,72.139999,72.139999
China,CHN,20200426,3,0,2,0,2,0,4,0,0,,0,,2,0,3,,,,,,2,1,3,2,0,0,,83909,4636,56.5,56.5,61.669998,61.669998
Cameroon,CMR,20200426,3,1,0,,2,1,3,1,1,1,0,,1,1,4,0,,0,0,0,1,1,2,0,0,0,,1518,53,63.880001,63.880001,68.57,68.57
Democratic Republic of Congo,COD,20200426,,,,,2,1,4,1,,,2,0,2,0,,,,,,,,,,,,,,442,28,,,,
Colombia,COL,20200426,3,1,2,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,,0,,5142,233,90.739998,90.739998,88.809998,88.809998
Cape Verde,CPV,20200426,2,1,3,1,2,1,0,,1,1,2,1,2,1,4,,,,,,2,1,,,,,,90,1,79.629997,79.629997,88.809998,88.809998
Costa Rica,CRI,20200426,3,1,3,1,2,1,0,,1,1,0,,2,1,4,1,1,1,0,0,2,1,2,2,0,0,,693,6,73.809998,73.809998,92.379997,92.379997
Cuba,CUB,20200426,,,,,2,1,0,,,,2,0,2,1,,1,0,2,0,0,,,,,,,,1337,51,,,28.57,28.57
Cyprus,CYP,20200426,3,1,3,0,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,3,2,0,0,,810,17,94.18,94.18,93.57,93.57
Czech Republic,CZE,20200426,2,1,2,1,2,1,3,1,0,,1,1,0,,2,,,,,,2,1,,,,,,7352,218,59.650002,59.650002,62.860001,62.860001
Germany,DEU,20200426,3,1,1,1,,,,,1,1,,,,,3,2,0,2,0,0,2,1,,,,,,154175,5640,,,53.810001,53.810001
Djibouti,DJI,20200426,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,,,2,1,3,2,0,0,,1008,2,100,100,97.139999,97.139999
Dominica,DMA,20200426,3,1,3,1,2,1,4,1,0,,3,1,2,1,4,0,,0,0,0,2,1,,,,,,16,0,88.889999,88.889999,82.860001,82.860001
Denmark,DNK,20200426,2,1,2,1,,,,,,,,,,,4,,,,,,2,1,,,,,,8445,418,,,,
Dominican Republic,DOM,20200426,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,,,,,,2,1,,,,,,5926,273,95.370003,95.370003,97.139999,97.139999
Algeria,DZA,20200426,3,1,2,1,2,1,4,0,2,1,2,0,2,0,3,,,,,,2,1,1,0,0,0,,3256,419,82.419998,82.419998,85.949997,85.949997
Ecuador,ECU,20200426,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,1,1,2,0,0,2,1,3,1,0,0,,11183,576,95.370003,95.370003,97.139999,97.139999
Egypt,EGY,20200426,3,1,3,1,2,1,1,1,2,1,2,1,2,1,3,0,,0,,0,2,1,,,,,,4319,307,88.620003,88.620003,94.290001,94.290001
Spain,ESP,20200426,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,,,2,,,2,1,1,,,,,207634,23190,89.410004,89.410004,88.809998,88.809998
Estonia,EST,20200426,3,1,3,1,2,1,4,1,0,,2,0,2,1,3,0,,1,,,2,1,2,0,0,0,,1635,46,80.290001,80.290001,80,80
Ethiopia,ETH,20200426,3,1,3,0,2,1,4,1,1,1,1,1,2,0,2,0,,0,0,0,2,1,1,2,0,0,,122,3,78.839996,78.839996,78.330002,78.330002
Finland,FIN,20200426,2,1,2,1,2,1,2,1,1,0,1,1,1,1,4,1,1,0,,,2,1,1,1,0,0,,4475,186,74.330002,74.330002,75.709999,75.709999
France,FRA,20200426,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,,124114,22614,93.379997,93.379997,92.379997,92.379997
Gabon,GAB,20200426,3,1,,,,,,,1,1,,,2,0,4,0,,2,0,0,,,,,,,,176,3,,,44.759998,44.759998
United Kingdom,GBR,20200426,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,,,2,1,1,0,0,0,,148377,23635,82.269997,82.269997,80.949997,80.949997
Ghana,GHA,20200426,,,,,2,1,4,1,,,0,,0,,,0,,2,0,0,,,,,,,,1279,10,,,14.29,14.29
Gambia,GMB,20200426,,,,,2,1,3,1,,,1,1,1,1,,,,,,,,,,,,,,10,1,,,,
Greece,GRC,20200426,3,1,2,1,2,1,4,1,1,1,2,1,2,1,4,,,,,,2,1,,,,,,2506,130,90.739998,90.739998,88.809998,88.809998
Greenland,GRL,20200426,3,1,2,1,,,,,2,1,,,1,1,4,,,,,,2,1,,,,,,11,0,60.049999,60.049999,74.519997,74.519997
Guatemala,GTM,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,2,2,0,0,,473,13,97.349998,97.349998,97.139999,97.139999
Guam,GUM,20200426,3,1,3,1,2,1,4,1,0,,1,1,0,,3,,,,,,2,1,2,1,,,,141,5,69.709999,69.709999,72.860001,72.860001
Guyana,GUY,20200426,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,,,,,,2,1,,,,,,74,8,93.379997,93.379997,92.379997,92.379997
Hong Kong,HKG,20200426,3,1,2,1,2,1,4,1,0,,1,1,0,,4,1,0,2,0,0,2,1,2,2,0,0,,1037,4,69.839996,69.839996,72.139999,72.139999
Honduras,HND,20200426,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,2,0,2,0,0,,,,,,,,627,59,88.889999,88.889999,82.860001,82.860001
Croatia,HRV,20200426,3,1,3,1,2,1,4,1,2,1,,,,,4,,,,,,2,1,,,,,,2016,54,77.779999,77.779999,82.860001,82.860001
Hungary,HUN,20200426,,,,,2,1,1,1,,,2,1,2,1,,,,,,,,,,,,,,2500,272,,,,
Indonesia,IDN,20200426,2,0,2,0,2,0,4,0,2,0,1,1,2,1,4,0,,0,0,0,2,1,1,2,0,0,,8607,720,73.559998,73.559998,75.239998,75.239998
India,IND,20200426,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,0,,2,0,0,2,1,3,2,0,0,,26496,824,100,100,97.139999,97.139999
Ireland,IRL,20200426,3,1,3,1,2,1,4,1,1,1,2,1,1,1,2,2,1,2,,,2,1,1,1,0,0,,18561,1063,83.860001,83.860001,83.099998,83.099998
Iran,IRN,20200426,,,,,2,1,0,,,,1,1,2,1,,1,0,2,0,0,,,,,,,,89328,5650,,,28.57,28.57
Iraq,IRQ,20200426,3,1,2,0,2,1,4,1,2,0,2,1,2,1,3,0,,0,,,2,1,2,0,0,0,,1763,86,85.589996,85.589996,82.379997,82.379997
Iceland,ISL,20200426,2,1,2,1,2,1,3,1,0,,0,,0,,3,,,,,,2,1,3,2,0,0,,1790,10,56.610001,56.610001,58.57,58.57
Israel,ISR,20200426,3,1,2,1,2,1,4,1,1,1,,,,,4,1,1,2,1727700060,0,2,1,,,,,,15298,199,71.160004,71.160004,74.519997,74.519997
Italy,ITA,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,1,1,1,,,2,1,,,,,,195351,26384,94.580002,94.580002,94.290001,94.290001
Jamaica,JAM,20200426,3,1,1,1,2,1,4,1,1,1,2,1,2,0,2,,,,,,2,1,,,,,,305,7,79.360001,79.360001,75.949997,75.949997
Jordan,JOR,20200426,3,1,3,1,,,,,2,1,,,,,4,,,,,,2,1,,,,,,444,7,,,,
Japan,JPN,20200426,1,1,1,1,1,1,0,,0,,1,1,1,1,3,1,1,0,,0,2,1,3,1,0,0,,13182,348,51.18,51.18,56.189999,56.189999
Kazakhstan,KAZ,20200426,3,1,2,0,2,1,4,0,1,0,2,0,2,0,4,,,,,,2,1,,,,,,2652,25,74.879997,74.879997,75.709999,75.709999
Kenya,KEN,20200426,,,,,2,1,4,1,2,1,3,0,2,1,,1,1,1,,,,,,,,,,343,14,,,42.860001,42.860001
Kyrgyz Republic,KGZ,20200426,3,1,3,0,2,1,4,0,2,0,3,0,2,1,4,,,,,,2,1,,,,,,682,8,87.309998,87.309998,88.809998,88.809998
South Korea,KOR,20200426,3,1,2,1,1,1,0,,0,,0,,0,,3,1,1,1,,0,2,1,3,2,0,0,,10728,242,46.16,46.16,57.380001,57.380001
Kuwait,KWT,20200426,3,1,3,1,2,1,4,1,2,1,2,1,0,,4,1,0,0,,,2,1,,,,,,2892,19,86.239998,86.239998,93.57,93.57
Laos,LAO,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,,0,,,,19,0,97.349998,97.349998,97.139999,97.139999
Lebanon,LBN,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,1,1,1,0,0,,704,24,94.580002,94.580002,94.290001,94.290001
Libya,LBY,20200426,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,,,2,1,,,,,,61,2,100,100,97.139999,97.139999
Sri Lanka,LKA,20200426,,,,,2,1,0,,,,3,1,2,1,,,,,,,,,,,,,,462,7,,,,
Lesotho,LSO,20200426,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,,,,,,,,,,,,,,,82.269997,82.269997,78.099998,78.099998
Luxembourg,LUX,20200426,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,,,,,,3711,85,75.660004,75.660004,76.190002,76.190002
Macao,MAC,20200426,,,,,2,1,0,,,,0,,0,,,,,,,,,,,,,,,45,0,,,,
Morocco,MAR,20200426,3,1,3,1,2,1,2,1,2,1,2,1,1,1,4,,,,,,2,1,2,0,0,0,,3897,159,89.410004,89.410004,93.57,93.57
Moldova,MDA,20200426,3,1,2,1,2,1,4,1,2,1,1,1,2,0,4,,,,,,1,1,,,,,,3304,94,84.919998,84.919998,84.050003,84.050003
Madagascar,MDG,20200426,0,,1,0,2,1,3,0,1,0,2,0,2,1,4,,,,,,2,1,3,0,0,0,,124,0,62.310001,62.310001,62.619999,62.619999
Mexico,MEX,20200426,2,1,3,1,2,1,,,1,1,,,2,1,3,,,,,,2,1,,,,,,13842,1305,68.379997,68.379997,85.949997,85.949997
Mali,MLI,20200426,3,1,0,,2,1,3,1,2,1,1,1,2,1,3,,,,,,2,1,1,2,0,0,,370,21,78.830002,78.830002,80,80
Myanmar,MMR,20200426,3,1,3,0,2,0,4,0,2,0,2,1,2,1,3,,,,,,2,1,,,,,,146,5,81.889999,81.889999,83.099998,83.099998
Mongolia,MNG,20200426,3,1,2,1,2,1,0,,1,0,0,,0,,4,,,,,,2,1,,,,,,38,0,56.880001,56.880001,69.760002,69.760002
Mozambique,MOZ,20200426,,,,,2,1,3,1,,,1,1,0,,,0,,1,,0,,,,,,,,70,0,,,21.43,21.43
Mauritania,MRT,20200426,3,1,,,2,1,4,1,,,2,1,2,1,,,,,,,,,,,,,,7,1,,,,
Mauritius,MUS,20200426,,,,,2,1,3,1,,,2,1,1,1,,,,,,,,,,,,,,331,9,,,,
Malawi,MWI,20200426,,,,,2,1,2,1,,,1,1,0,,,1,0,0,0,0,,,,,,,,33,3,,,21.43,21.43
Malaysia,MYS,20200426,3,1,3,1,2,1,2,1,0,,0,,2,1,3,1,1,2,,0,2,1,,,,,,5742,98,71.029999,71.029999,80,80
Namibia,NAM,20200426,,,,,2,1,3,1,,,2,0,2,1,,2,1,1,0,0,,,,,,,,712,7,,,28.57,28.57
Niger,NER,20200426,,,,,2,1,3,1,,,0,,2,0,,,,,,,,,,,,,,684,27,,,,
Nigeria,NGA,20200426,,,,,2,0,4,0,,,3,0,2,1,,0,,0,0,0,,,,,,,,1182,35,,,25.709999,25.709999
Nicaragua,NIC,20200426,0,,0,,0,,0,,0,,0,,0,,2,,,,,,2,1,1,0,0,0,,12,3,16.67,16.67,20,20
Netherlands,NLD,20200426,3,1,3,1,2,1,3,1,1,1,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,,37190,4409,82,82,84.760002,84.760002
Norway,NOR,20200426,2,1,1,1,2,1,2,1,1,1,0,,1,1,4,0,,2,0,0,2,1,,,,,,7467,193,69.040001,69.040001,76.900002,76.900002
New Zealand,NZL,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,2,0,1,0,0,2,1,,,,,,1121,18,97.349998,97.349998,97.139999,97.139999
Oman,OMN,20200426,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,0,0,0,0,2,1,2,2,0,0,,1905,10,94.709999,94.709999,93.57,93.57
Pakistan,PAK,20200426,3,1,2,1,2,0,4,1,2,1,2,1,2,1,4,,,,,,2,1,2,1,0,0,,12723,269,91.540001,91.540001,93.57,93.57
Panama,PAN,20200426,2,1,2,1,2,1,4,1,0,,2,1,2,1,4,,,,,,2,1,,,,,,5538,159,80.949997,80.949997,75.709999,75.709999
Peru,PER,20200426,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,2,,0,2,1,2,1,0,0,,25331,700,96.029999,96.029999,92.379997,92.379997
Philippines,PHL,20200426,3,1,1,1,2,1,3,1,2,1,2,1,2,1,2,,,,,,1,1,2,2,0,0,,7294,494,80.550003,80.550003,79.519997,79.519997
Papua New Guinea,PNG,20200426,3,1,2,1,2,1,2,1,0,,2,0,2,0,2,,,,,,2,1,2,2,0,0,,8,0,67.730003,67.730003,68.809998,68.809998
Poland,POL,20200426,3,1,2,1,2,1,4,1,1,1,1,1,2,1,4,,,,,,2,1,1,0,0,0,,11273,524,88.089996,88.089996,88.809998,88.809998
Puerto Rico,PRI,20200426,,,3,1,2,1,4,1,,,2,1,2,1,,0,,2,0,0,2,1,,,,,,1307,83,64.019997,64.019997,57.139999,57.139999
Portugal,PRT,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,1,,,,,,23392,880,94.580002,94.580002,94.290001,94.290001
Paraguay,PRY,20200426,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,,,,,,2,1,2,1,0,0,,228,9,96.029999,96.029999,92.379997,92.379997
Palestine,PSE,20200426,3,1,3,1,2,1,4,1,2,1,2,0,2,1,4,0,,2,0,0,2,1,,,,,,342,2,94.18,94.18,97.139999,97.139999
Qatar,QAT,20200426,3,1,2,1,,,,,2,1,,,,,4,2,0,0,0,0,2,1,,,,,,9358,10,,,65,65
Romania,ROU,20200426,3,1,2,1,2,1,4,1,2,0,2,1,2,0,4,2,0,2,0,0,2,1,,,,,,10635,575,88.360001,88.360001,85.239998,85.239998
Russia,RUS,20200426,3,1,3,1,2,1,4,1,,,3,0,2,1,,,,,,,,,,,,,,74588,681,63.5,63.5,57.139999,57.139999
Rwanda,RWA,20200426,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,0,,2,1,3,2,0,0,,183,0,100,100,97.139999,97.139999
Saudi Arabia,SAU,20200426,3,1,2,1,2,1,4,1,2,1,3,0,2,1,4,2,0,1,0,0,2,1,2,0,0,0,,16299,136,94.18,94.18,93.57,93.57
Sudan,SDN,20200426,,,,,2,1,2,1,,,2,0,2,1,,,,,,,,,,,,,,213,17,,,,
Singapore,SGP,20200426,,,,,,,4,1,,,1,1,,,,1,1,2,,0,,,,,,,,12693,12,,,,
Sierra Leone,SLE,20200426,3,1,0,,2,1,3,1,0,,1,1,2,1,4,,,,,,2,1,2,2,0,0,,82,3,70.5,70.5,68.57,68.57
El Salvador,SLV,20200426,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,1,0,0,2,1,1,1,0,0,,298,8,96.029999,96.029999,92.379997,92.379997
San Marino,SMR,20200426,3,1,1,1,2,1,4,1,2,1,2,1,2,1,2,,,,,,,,,,,,,513,40,75.389999,75.389999,70,70
Serbia,SRB,20200426,3,1,2,1,2,1,4,1,2,1,3,1,2,1,4,1,0,1,0,0,2,1,,,,,,7779,151,97.349998,97.349998,93.57,93.57
South Sudan,SSD,20200426,,,,,2,1,4,1,,,2,0,2,1,,,,,,,1,1,,,0,,,5,0,,,38.099998,38.099998
Slovak Republic,SVK,20200426,3,1,2,0,2,1,3,1,1,1,1,1,1,1,4,,,,,,2,1,,,,,,1373,17,78.959999,78.959999,80.480003,80.480003
Slovenia,SVN,20200426,3,1,2,1,2,1,4,1,2,1,1,1,2,1,3,,,,,,2,1,2,1,0,0,,1388,81,89.279999,89.279999,90.709999,90.709999
Sweden,SWE,20200426,1,1,1,1,0,,3,1,0,,0,,1,1,3,2,0,1,,0,2,1,1,1,0,0,,18177,2192,47.349998,47.349998,58.099998,58.099998
Eswatini,SWZ,20200426,,,,,2,1,3,1,,,2,1,2,1,,,,,,,,,,,,,,40,1,,,,
Seychelles,SYC,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,1,2,2,0,0,,11,0,94.580002,94.580002,94.290001,94.290001
Syria,SYR,20200426,3,1,2,1,,,3,1,2,1,,,,,3,0,,0,0,0,2,1,,,,,,42,3,59.259998,59.259998,73.57,73.57
Chad,TCD,20200426,3,1,3,1,2,1,1,1,2,1,2,0,2,1,4,2,1,2,,,2,1,,,,,,40,0,88.230003,88.230003,97.139999,97.139999
Thailand,THA,20200426,3,1,3,0,2,1,4,0,2,0,1,1,2,0,4,,,,,,2,1,1,2,0,0,,2922,51,82.019997,82.019997,84.050003,84.050003
Trinidad and Tobago,TTO,20200426,3,1,3,1,2,1,4,1,1,1,2,1,0,,4,,,,,,2,1,2,2,0,0,,115,8,82.269997,82.269997,88.809998,88.809998
Tunisia,TUN,20200426,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,,,,,,939,38,97.349998,97.349998,97.139999,97.139999
Turkey,TUR,20200426,3,1,1,1,2,1,0,,2,0,2,1,2,0,4,2,0,1,,,2,1,,,,,,107773,2706,74.610001,74.610001,81.669998,81.669998
Tanzania,TZA,20200426,,,,,,,3,1,,,0,,,,,,,,,,,,,,,,,300,10,,,,
Uganda,UGA,20200426,3,1,3,1,2,1,3,1,2,1,2,1,2,1,3,,,,0,,2,1,1,1,0,0,,75,0,92.589996,92.589996,94.290001,94.290001
Ukraine,UKR,20200426,3,1,2,1,2,1,4,1,2,1,1,1,2,1,4,1,0,1,0,0,2,1,,,,,,8617,209,92.059998,92.059998,93.57,93.57
Uruguay,URY,20200426,3,0,1,1,2,1,0,,1,1,1,1,2,1,4,1,0,2,0,0,2,1,,,,,,596,14,71.160004,71.160004,81.669998,81.669998
United States,USA,20200426,,,3,0,2,0,2,0,,,2,0,2,0,3,2,0,1,0,0,,,,,,,,939053,53189,41.419998,41.419998,38.330002,38.330002
Uzbekistan,UZB,20200426,3,1,3,1,2,1,3,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,,,,,,1865,8,92.199997,92.199997,92.379997,92.379997
Venezuela,VEN,20200426,3,1,3,1,,,3,1,0,,,,,,4,,,,,,2,1,,,,,,323,10,53.57,53.57,65.709999,65.709999
Vietnam,VNM,20200426,3,0,2,1,2,1,3,1,2,1,0,,2,1,3,,,,,,2,1,3,2,0,0,,270,0,78.309998,78.309998,87.139999,87.139999
South Africa,ZAF,20200426,3,1,3,1,2,1,3,1,1,1,2,1,2,1,4,,,,0,,2,1,2,2,,,,4361,86,91.400002,91.400002,92.379997,92.379997
Zambia,ZMB,20200426,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,3,,,,
Zimbabwe,ZWE,20200426,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,,,,
Taiwan,TWN,20200426,0,,0,,1,1,0,,0,,0,,0,,4,,,,,,2,1,,,,,,429,6,29.360001,29.360001,35.240002,35.240002
Kosovo,RKS,20200426,3,1,2,1,2,1,4,1,2,1,2,1,2,1,,,,,,,2,1,,,,,,763,21,83.599998,83.599998,82.139999,82.139999
Aruba,ABW,20200427,3,1,3,1,2,1,4,1,0,,2,1,2,1,3,0,,2,0,0,2,1,1,0,0,0,,100,2,83.459999,83.459999,80,80
Afghanistan,AFG,20200427,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,,,,,,2,1,1,1,0,0,,1531,57,76.330002,76.330002,75.480003,75.480003
Angola,AGO,20200427,3,1,,,,,,,,,,,,,,0,,2,0,0,,,,,,,,26,2,,,,
Albania,ALB,20200427,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,,,,,,2,1,,,,,,726,28,88.360001,88.360001,85.239998,85.239998
Andorra,AND,20200427,3,1,2,1,1,1,0,,1,1,1,1,0,,,,,,,,2,1,,,,,,740,40,50.790001,50.790001,65.480003,65.480003
United Arab Emirates,ARE,20200427,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,0,,2,,,2,1,3,2,0,0,,10349,76,94.709999,94.709999,93.57,93.57
Argentina,ARG,20200427,3,1,2,0,2,1,4,1,2,1,2,1,1,1,4,,,,,,,,,,,,,3767,186,76.449997,76.449997,72.139999,72.139999
Australia,AUS,20200427,,,,,,,4,1,,,,,,,,1,1,2,0,,,,,,,,,6713,83,,,,
Austria,AUT,20200427,3,1,2,1,2,1,4,1,0,,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,,15189,542,71.419998,71.419998,68.809998,68.809998
Azerbaijan,AZE,20200427,3,1,3,1,2,1,4,1,0,,2,1,2,1,4,2,1,0,0,0,2,1,2,1,0,0,,1645,21,86.239998,86.239998,82.860001,82.860001
Burundi,BDI,20200427,0,,0,,0,,0,,0,,0,,0,,3,,,,,,2,1,,,0,0,,15,1,19.440001,19.440001,22.860001,22.860001
